Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,year,month,week,month_name,week_type,week_of_year,lag_1,lag_2,lag_4,lag_52,rolling_4_mean,rolling_4_std,rolling_8_mean,pct_change_1w,pct_change_4w,pre_holiday,post_holiday,is_november,is_december,is_q4,is_summer,quarter,store_tier
1,2010-05-07,1603955.12,0,72.55,2.835,210.3399684,7.808,2010,5,18,May,Normal,18,1425100.71,1391256.12,1545418.53,,1456958.41,66432.18202288529,1467411.1525,12.55029969074959,3.787749976053423,0,0,0,0,0,0,2,Top
1,2010-05-14,1494251.5,0,74.78,2.854,210.3374261,7.808,2010,5,19,May,Normal,19,1603955.12,1425100.71,1466058.28,,1471592.5575,93391.49007121939,1487962.84375,-6.839569176972993,1.9230627038919534,0,0,0,0,0,0,2,Top
1,2010-05-21,1399662.07,0,76.44,2.826,210.6170934,7.808,2010,5,20,May,Normal,20,1494251.5,1603955.12,1391256.12,,1478640.8625,93897.10021693469,1490679.8075,-6.330221518934387,0.6041986000392185,0,0,0,0,0,0,2,Top
1,2010-05-28,1432069.95,0,80.44,2.759,210.8967606,7.808,2010,5,21,May,Normal,21,1399662.07,1494251.5,1425100.71,,1480742.35,91348.94221530126,1490083.82625,2.315407461173824,0.489034911785291,0,0,0,0,0,0,2,Top
1,2010-06-04,1615524.71,0,80.69,2.705,211.1764278,7.808,2010,6,22,Jun,Normal,22,1432069.95,1399662.07,1603955.12,,1482484.6600000001,89990.28757758501,1469721.5350000001,12.810460829793957,0.7213163171298609,0,0,0,0,0,1,2,Top
1,2010-06-11,1542561.09,0,80.43,2.668,211.4560951,7.808,2010,6,23,Jun,Normal,23,1615524.71,1432069.95,1494251.5,,1485377.0575,95229.32666829095,1478484.8074999999,-4.51640383761136,3.2330293795924003,0,0,0,0,0,1,2,Top
1,2010-06-18,1503284.06,0,84.11,2.637,211.4537719,7.808,2010,6,24,Jun,Normal,24,1542561.09,1615524.71,1399662.07,,1497454.455,99688.97915495554,1488047.65875,-2.5462220105655575,7.403357726197446,0,0,0,0,0,1,2,Top
1,2010-06-25,1422711.6,0,84.34,2.653,211.3386526,7.808,2010,6,25,Jun,Normal,25,1503284.06,1542561.09,1432069.95,,1523359.9525,76594.02113840077,1502051.1512499999,-5.359762811560708,-0.6534841402125569,0,0,0,0,0,1,2,Top
1,2010-07-02,1492418.14,0,80.91,2.669,211.2235333,7.787,2010,7,26,Jul,Normal,26,1422711.6,1503284.06,1615524.71,,1521020.365,80362.22961956475,1501752.5125,4.899555187432214,-7.620222039191226,0,0,0,0,0,1,3,Top
1,2010-07-09,1546074.18,0,80.48,2.642,211.108414,7.787,2010,7,27,Jul,Normal,27,1492418.14,1422711.6,1542561.09,,1490243.7225,49908.15900252272,1487810.3900000001,3.595241746391542,0.2277439786841695,0,0,0,0,0,1,3,Top
1,2010-07-16,1448938.92,0,83.15,2.623,211.1003854,7.787,2010,7,28,Jul,Normal,28,1546074.18,1492418.14,1503284.06,,1491121.9949999999,51151.15051575243,1494288.225,-6.2827037186533925,-3.6150945417461666,0,0,0,0,0,1,3,Top
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,2010,7,29,Jul,Normal,29,1448938.92,1546074.18,1422711.6,,1477535.71,53982.92331296985,1500447.83125,-4.408310048017761,-2.646101992842409,0,0,0,0,0,1,3,Top
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,2010,7,30,Jul,Normal,30,1385065.2,1448938.92,1492418.14,,1468124.1099999999,68149.99963895802,1494572.2374999998,-0.9442587973475858,-8.069557503502322,0,0,0,0,0,1,3,Top
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,2010,8,31,Aug,Normal,31,1371986.6,1385065.2,1546074.18,,1438016.225,79497.4828344398,1464129.9737500001,17.019494213719,3.843127371805677,0,0,0,0,0,1,3,Top
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,2010,8,32,Aug,Normal,32,1605491.78,1371986.6,1448938.92,,1452870.625,107157.94638036602,1471996.31,-6.057584424381169,4.092570030488241,0,0,0,0,0,1,3,Top
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,2010,8,33,Aug,Normal,33,1508237.76,1605491.78,1385065.2,,1467695.335,110482.9544091712,1472615.5225,0.3210853174767436,9.242546127070405,0,0,0,0,0,1,3,Top
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,2010,8,34,Aug,Normal,34,1513080.49,1508237.76,1371986.6,,1499699.1575,96184.79455497244,1483911.63375,-4.225655569717912,5.623693409250485,0,0,0,0,0,1,3,Top
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,2010,9,35,Sep,Normal,35,1449142.92,1513080.49,1605491.78,,1518988.2374999998,64579.938806430226,1478502.23125,6.28099608008299,-4.069049173207229,1,0,0,0,0,0,3,Top
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,2010,9,36,Sep,Holiday,36,1540163.53,1449142.92,1508237.76,,1502656.175,38341.842131551464,1477763.4,-2.123335565542195,-0.05152171763688207,0,0,0,0,0,0,3,Top
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,2010,9,37,Sep,Normal,37,1507460.69,1540163.53,1513080.49,,1502461.9074999997,38306.08693123161,1485078.62125,-5.113368495201032,-5.4657911820672584,0,1,0,0,0,0,3,Top
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,2010,9,38,Sep,Normal,38,1430378.67,1507460.69,1449142.92,,1481786.4525000001,50909.75664281918,1490742.805,-5.494184277789871,-6.71789432611657,0,0,0,0,0,0,3,Top
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,2010,10,39,Oct,Normal,39,1351791.03,1430378.67,1540163.53,,1457448.48,84141.29386439837,1488218.35875,7.511402853442517,-5.637974689609749,0,0,0,0,1,0,4,Top
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,2010,10,40,Oct,Normal,40,1453329.5,1351791.03,1507460.69,,1435739.9725,64625.64327920404,1469198.07375,3.778250561899421,0.05169222687988473,0,0,0,0,1,0,4,Top
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,2010,10,41,Oct,Normal,41,1508239.93,1453329.5,1430378.67,,1435934.7824999997,64914.43604929847,1469198.345,-3.2376035820772753,2.0295625633175884,0,0,0,0,1,0,4,Top
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,2010,10,42,Oct,Normal,42,1459409.1,1508239.93,1351791.03,,1443192.39,65704.22044353343,1462489.4212500001,-7.808304059499161,-0.4687876942044866,0,0,0,0,1,0,4,Top
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,2010,10,43,Oct,Normal,43,1345454.0,1459409.1,1453329.5,,1441608.1325,68652.94005579711,1449528.30625,2.8804567082932664,-4.755995113289869,0,0,0,0,1,0,4,Top
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,2010,11,44,Nov,Normal,44,1384209.22,1345454.0,1508239.93,,1424328.0625,73263.26946523674,1430034.0174999998,12.097164039985241,2.8788092090891837,0,0,1,0,1,0,4,Top
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,2010,11,45,Nov,Normal,45,1551659.28,1384209.22,1459409.1,,1435182.9,90927.16391393862,1435558.84125,-3.6850738262590776,2.403054085382905,0,0,1,0,1,0,4,Top
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,2010,11,46,Nov,Normal,46,1494479.49,1551659.28,1345454.0,,1443950.4975,95611.96084137318,1443571.4437499999,-0.7156545186177254,10.281301330257286,1,0,1,0,1,0,4,Top
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,2010,11,47,Nov,Holiday,47,1483784.18,1494479.49,1384209.22,,1478533.0425,69585.18456978216,1460070.5875,31.799768211573753,41.28096257009473,0,0,1,0,1,0,4,Top
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,2010,12,48,Dec,Normal,48,1955624.11,1483784.18,1551659.28,,1621386.765,224808.4019809472,1522857.41375,-20.84195668870129,-0.23365309940981405,0,1,0,1,1,0,4,Top
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,2010,12,49,Dec,Normal,49,1548033.78,1955624.11,1494479.49,,1620480.39,225190.21958121238,1527831.645,8.693639747318693,12.58864850664494,0,0,0,1,1,0,4,Top
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,2010,12,50,Dec,Normal,50,1682614.26,1548033.78,1483784.18,,1667514.0825,209179.04855628058,1555732.2899999998,12.386717202788944,27.44676452878747,0,0,0,1,1,0,4,Top
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,2010,12,51,Dec,Normal,51,1891034.93,1682614.26,1955624.11,,1769326.77,187979.80557788638,1623929.90625,26.277424182746344,22.106809165898444,1,0,0,1,1,0,4,Top
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,2010,12,52,Dec,Holiday,52,2387950.2,1891034.93,1548033.78,,1877408.2925,368452.17199591256,1749397.52875,-42.74084903445642,-11.673761408488126,0,0,0,1,1,0,4,Top
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,2011,1,1,Jan,Normal,1,1367320.01,2387950.2,1682614.26,,1832229.85,428489.2565505779,1726355.1199999999,5.661605873814435,-14.137641980996884,0,1,0,0,0,0,1,Top
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,2011,1,2,Jan,Normal,2,1444732.28,1367320.01,1891034.93,,1772759.355,470613.6815621626,1720136.71875,-3.7182196828882463,-26.44165700313108,0,0,0,0,0,0,1,Top
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,2011,1,3,Jan,Normal,3,1391013.96,1444732.28,2387950.2,,1647754.1125000003,494525.666395813,1708540.4412500001,-4.57281823397373,-44.41234913525417,0,0,0,0,0,0,1,Top
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,2011,1,4,Jan,Normal,4,1327405.42,1391013.96,1367320.01,,1382617.9175,49027.656863276796,1630013.105,-0.791477105766214,-3.6875566532519333,0,0,0,0,0,0,1,Top
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,2011,2,5,Feb,Normal,5,1316899.31,1327405.42,1444732.28,1643690.9,1370012.7425,59611.18760559322,1601121.2962500001,22.000943261182204,11.20604157885916,1,0,0,0,0,0,1,Top
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,2011,2,6,Feb,Holiday,6,1606629.58,1316899.31,1391013.96,1641957.44,1410487.0675,134799.00547446244,1591623.2112500002,2.675498480489802,18.59082492601296,0,0,0,0,0,0,1,Top
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,2011,2,7,Feb,Normal,7,1649614.93,1606629.58,1327405.42,1611968.17,1475137.31,177573.11444171303,1561445.7112500002,2.2567600064095084,27.078189872088963,0,1,0,0,0,0,1,Top
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,2011,2,8,Feb,Normal,8,1686842.78,1649614.93,1316899.31,1409727.59,1564996.65,168614.2774516193,1473807.28375,-13.637459443612165,10.623513045959454,0,0,0,0,0,0,1,Top
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,2011,3,9,Mar,Normal,9,1456800.28,1686842.78,1606629.58,1554806.68,1599971.8924999998,100918.14784923608,1484992.3175000001,12.3189933763604,1.8444718290322903,0,0,0,0,0,0,1,Top
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,2011,3,10,Mar,Normal,10,1636263.41,1456800.28,1649614.93,1439541.59,1607380.35,102642.7886173674,1508933.7087500002,-5.076919736291119,-5.845200491729308,0,0,0,0,0,0,1,Top
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,2011,3,11,Mar,Normal,11,1553191.63,1636263.41,1686842.78,1472515.79,1583274.525,100722.259369,1529205.9175,1.5211535745914384,-6.522523693642624,0,0,0,0,0,0,1,Top
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,2011,3,12,Mar,Normal,12,1576818.06,1553191.63,1456800.28,1404429.92,1555768.3450000002,74663.38536161272,1560382.4975,-2.2650476238203487,5.7867987230205475,0,0,0,0,0,0,1,Top
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,2011,4,13,Apr,Normal,13,1541102.38,1576818.06,1636263.41,1594968.28,1576843.87,42298.79810902612,1588407.8812499999,-2.9873180781149644,-8.629335542007865,0,0,0,0,0,0,2,Top
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,2011,4,14,Apr,Normal,14,1495064.75,1541102.38,1553191.63,1545418.53,1541544.205,34353.27399302004,1574462.2774999999,7.972537644272615,3.9317569590559875,0,0,0,0,0,0,2,Top
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,2011,4,15,Apr,Normal,15,1614259.35,1495064.75,1576818.06,1466058.28,1556811.135,50859.137162884435,1570042.83,-3.368129786579843,-1.0736216453533065,0,0,0,0,0,0,2,Top
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,16,Apr,Normal,16,1559889.0,1614259.35,1541102.38,1391256.12,1552578.87,49320.392792910694,1554173.6075,0.3161000558373095,1.5389911992738758,0,0,0,0,0,0,2,Top
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,17,Apr,Normal,17,1564819.81,1559889.0,1495064.75,1425100.71,1558508.2275,48904.68656360464,1567676.0487499998,-7.0122527398218555,-2.6737343650166334,0,0,0,0,0,0,2,Top
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,5,18,May,Normal,18,1455090.69,1564819.81,1614259.35,1603955.12,1548514.7125,66946.83452985478,1545029.4587500002,11.978675363526659,0.9373915040355785,0,0,0,0,0,0,2,Top
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,19,May,Normal,19,1629391.28,1455090.69,1559889.0,1494251.5,1552297.695,72127.32710260303,1554554.415,-1.5107298229802724,2.877549620517872,0,0,0,0,0,0,2,Top
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,5,20,May,Normal,20,1604775.58,1629391.28,1564819.81,1399662.07,1563519.34,77027.38296939983,1558049.105,-11.001993811496058,-8.72953800348425,0,0,0,0,0,0,2,Top
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,5,21,May,Normal,21,1428218.27,1604775.58,1455090.69,1432069.95,1529368.955,102370.80690586701,1543938.59125,2.6486427736287066,0.7529413853922806,0,0,0,0,0,0,2,Top
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,2011,6,22,Jun,Normal,22,1466046.67,1428218.27,1629391.28,1615524.71,1532107.95,99836.18093564716,1540311.33125,11.529765283665894,0.34903402698951425,0,0,0,0,0,1,2,Top
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,6,23,Jun,Normal,23,1635078.41,1466046.67,1604775.58,1542561.09,1533529.7325,101706.39531884459,1542913.71375,-2.821276931911776,-0.9862600227254159,0,0,0,0,0,1,2,Top
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,24,Jun,Normal,24,1588948.32,1635078.41,1428218.27,1503284.06,1529572.9175,98260.19211085142,1546546.1287500001,-3.576797261725917,7.274559651165924,0,0,0,0,0,1,2,Top
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,25,Jun,Normal,25,1532114.86,1588948.32,1466046.67,1422711.6,1555547.065,73030.28506357533,1542458.01,-6.088623799393222,-1.8564565887933204,0,0,0,0,0,1,2,Top
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,7,26,Jul,Normal,26,1438830.15,1532114.86,1635078.41,1492418.14,1548742.935,84513.5105789499,1540425.4425000001,3.4547468997643715,-8.96228089758704,0,0,0,0,0,1,3,Top
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,7,27,Jul,Normal,27,1488538.09,1438830.15,1588948.32,1546074.18,1512107.855,63848.500850862445,1522818.79375,3.111210274773679,-3.4046846784796747,0,0,0,0,0,1,3,Top
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,28,Jul,Normal,28,1534849.64,1488538.09,1532114.86,1448938.92,1498583.185,45132.98170164172,1514078.05125,-5.194624145724136,-5.025399335921854,0,0,0,0,0,1,3,Top
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,29,Jul,Normal,29,1455119.97,1534849.64,1438830.15,1385065.2,1479334.4625000001,42401.189724443655,1517440.76375,-3.999199461196312,-2.9123194283911746,0,0,0,0,0,1,3,Top
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,30,Jul,Normal,30,1396926.82,1455119.97,1488538.09,1371986.6,1468858.63,58037.43221744261,1508800.7825,-3.2003845412603704,-9.157864411786743,0,0,0,0,0,1,3,Top
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,2011,8,31,Aug,Normal,31,1352219.79,1396926.82,1534849.64,1605491.78,1434779.0550000002,78902.25754504606,1473443.455,20.12719840463213,5.8334124507466445,0,0,0,0,0,1,3,Top
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,8,32,Aug,Normal,32,1624383.75,1352219.79,1455119.97,1508237.76,1457162.5825,119175.5398666774,1477872.88375,-6.109188176747027,4.812463676105017,0,0,0,0,0,1,3,Top
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,33,Aug,Normal,33,1525147.09,1624383.75,1396926.82,1513080.49,1474669.3625,123828.10601510033,1477001.9125,0.36811793674274007,9.580645749216842,0,0,0,0,0,1,3,Top
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,34,Aug,Normal,34,1530761.43,1525147.09,1352219.79,1449142.92,1508128.0150000001,113467.60320528776,1488493.3225,-4.3160200345523485,8.317706250993417,0,0,0,0,0,1,3,Top
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,35,Sep,Normal,35,1464693.46,1530761.43,1624383.75,1540163.53,1536246.4324999999,65932.52931605662,1485512.74375,5.839840371786731,-4.565086913729588,1,0,0,0,0,0,3,Top
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,36,Sep,Holiday,36,1550229.22,1464693.46,1525147.09,1507460.69,1517707.8,36940.958732966385,1487435.19125,-0.6294540106784985,1.004765382990036,0,0,0,0,0,0,3,Top
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,37,Sep,Normal,37,1540471.24,1550229.22,1530761.43,1430378.67,1521538.8375,38721.342383566014,1498104.1,-1.7015221913523004,-1.0780027296611427,0,1,0,0,0,0,3,Top
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,38,Sep,Normal,38,1514259.78,1540471.24,1464693.46,1351791.03,1517413.425,38287.85456008505,1512770.72,-8.865025127986959,-5.7809495510412034,0,0,0,0,0,0,3,Top
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,39,Sep,Normal,39,1380020.27,1514259.78,1550229.22,1453329.5,1496245.1275,78957.74497687885,1516245.78,1.0537207544060179,-10.041572432752876,0,0,0,0,0,0,3,Top
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,40,Oct,Normal,40,1394561.83,1380020.27,1540471.24,1508239.93,1457328.28,81792.63036397507,1487518.04,16.9535774545041,5.876040243373848,0,0,0,0,1,0,4,Top
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,41,Oct,Normal,41,1630989.95,1394561.83,1514259.78,1459409.1,1479957.9575,117285.00580521044,1500748.3975,-8.428256716112815,-1.3692399596058835,0,0,0,0,1,0,4,Top
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,42,Oct,Normal,42,1493525.93,1630989.95,1380020.27,1345454.0,1474774.4949999999,115711.30667479933,1496093.96,0.6050681691211146,8.879761599443746,0,0,0,0,1,0,4,Top
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,43,Oct,Normal,43,1502562.78,1493525.93,1394561.83,1384209.22,1505410.1225,96965.59255011339,1500827.625,-3.8143956953332725,3.634636981280348,0,0,0,0,1,0,4,Top
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,44,Nov,Normal,44,1445249.09,1502562.78,1630989.95,1551659.28,1518081.9375,79365.57758354135,1487705.1087500001,17.435090721973733,4.061314418277084,0,0,1,0,1,0,4,Top
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,45,Nov,Normal,45,1697229.58,1445249.09,1493525.93,1494479.49,1534641.845,111273.5684345579,1507299.90125,-6.02692123713754,6.79017069358816,0,0,1,0,1,0,4,Top
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,46,Nov,Normal,46,1594938.89,1697229.58,1502562.78,1483784.18,1559995.085,110332.05812747712,1517384.79,-3.4769476340250183,2.4571964973070903,1,0,1,0,1,0,4,Top
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,47,Nov,Holiday,47,1539483.7,1594938.89,1445249.09,1955624.11,1569225.315,105358.03691148979,1537317.71875,32.07808955690794,40.689980299520535,0,0,1,0,1,0,4,Top
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,48,Dec,Normal,48,2033320.66,1539483.7,1697229.58,1548033.78,1716243.2075,221252.7136182967,1617162.5724999998,-22.09374639413736,-6.666489397386066,0,1,0,1,1,0,4,Top
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,49,Dec,Normal,49,1584083.95,2033320.66,1594938.89,1682614.26,1687956.8,231489.63818826282,1611299.3225,13.610290666728876,12.83707427812486,0,0,0,1,1,0,4,Top
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,50,Dec,Normal,50,1799682.38,1584083.95,1539483.7,1891034.93,1739142.6725,226651.46314464236,1649568.87875,4.528259592117578,22.195296384105912,0,0,0,1,1,0,4,Top
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,51,Dec,Normal,51,1881176.67,1799682.38,2033320.66,2387950.2,1824565.915,187291.29446403368,1696895.615,20.679201810428594,11.649334738968342,1,0,0,1,1,0,4,Top
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,52,Dec,Holiday,52,2270188.99,1881176.67,1584083.95,1367320.01,1883782.9975,286477.93220376415,1800013.1025,-34.037970997295695,-5.468222186077954,0,0,0,1,1,0,4,Top
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,1,1,Jan,Normal,1,1497462.72,2270188.99,1799682.38,1444732.28,1862127.69,318201.6369551573,1775042.2449999999,3.5331230149088455,-13.85313668515219,0,1,0,0,0,0,1,Top
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,2,Jan,Normal,2,1550369.92,1497462.72,1881176.67,1391013.96,1799799.575,356609.57176319556,1769471.12375,-5.854651127390298,-22.41020243994415,0,0,0,0,0,0,1,Top
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,3,Jan,Normal,3,1459601.17,1550369.92,2270188.99,1327405.42,1694405.7,385656.3269904229,1759485.8074999999,-4.4674758653420295,-38.57807230401554,0,0,0,0,0,0,1,Top
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,4,Jan,Normal,4,1394393.84,1459601.17,1497462.72,1316899.31,1475456.9125,65622.25371977451,1679619.955,-5.383575848269673,-11.89593087165468,0,0,0,0,0,0,1,Top
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,2,5,Feb,Normal,5,1319325.59,1394393.84,1550369.92,1606629.58,1430922.6300000001,98112.80171398,1646525.16,24.02849322432985,5.545110808135378,1,0,0,0,0,0,1,Top
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,2,6,Feb,Holiday,6,1636339.65,1319325.59,1459601.17,1649614.93,1452415.0625,135350.36507618325,1626107.31875,10.153013159584567,23.49109243314733,0,0,0,0,0,0,1,Top
